basin_code,basin,category,category_label,CT,yy,mm,dd,hh,MWS,Rp,accumulated_precipitation_mm
NA,North Atlantic,TS,Tropical Storm,AL012024,2024,06,19,18,64.8,905.86,66010.48667115584
NA,North Atlantic,TS,Tropical Storm,AL012024,2024,06,20,00,83.16000000000001,976.49,85600.58583960822
NA,North Atlantic,TS,Tropical Storm,AL012024,2024,06,20,06,83.16000000000001,833.62,74075.43308621249
NA,North Atlantic,TS,Tropical Storm,AL012024,2024,06,20,12,64.8,816.56,64737.90370512853
NA,North Atlantic,TS,Tropical Storm,AL022002,2002,08,05,00,64.75,879.34,5543.5625
NA,North Atlantic,TS,Tropical Storm,AL022002,2002,08,05,06,64.75,317.74,4942.5625
NA,North Atlantic,TS,Tropical Storm,AL022004,2004,08,09,12,64.75,577.94,5304.5
NA,North Atlantic,TS,Tropical Storm,AL022004,2004,08,09,18,74.0,678.56,8555.5
NA,North Atlantic,TS,Tropical Storm,AL022004,2004,08,10,00,83.25,642.45,5923.375
NA,North Atlantic,TS,Tropical Storm,AL022004,2004,08,10,06,83.25,496.77,6124.875
NA,North Atlantic,TS,Tropical Storm,AL022004,2004,08,10,12,92.5,537.34,12520.25
NA,North Atlantic,TS,Tropical Storm,AL022004,2004,08,10,18,83.25,365.04,9347.125
NA,North Atlantic,TS,Tropical Storm,AL022004,2004,08,11,00,74.0,994.62,8716.0
NA,North Atlantic,TS,Tropical Storm,AL022004,2004,08,11,06,74.0,741.18,7899.6875
NA,North Atlantic,TS,Tropical Storm,AL022004,2004,08,11,12,83.25,556.8,14411.5
NA,North Atlantic,TS,Tropical Storm,AL022004,2004,08,11,18,101.7,762.64,18180.0625
NA,North Atlantic,TS,Tropical Storm,AL022004,2004,08,12,00,92.5,1118.09,24527.875
NA,North Atlantic,TS,Tropical Storm,AL022004,2004,08,12,06,83.25,1020.3,26435.6875
NA,North Atlantic,TS,Tropical Storm,AL022004,2004,08,12,12,83.25,717.41,31398.375
NA,North Atlantic,TS,Tropical Storm,AL022005,2005,06,29,00,64.75,706.8,24152.5625
NA,North Atlantic,TS,Tropical Storm,AL022005,2005,06,29,06,64.75,643.07,25581.5625
NA,North Atlantic,TS,Tropical Storm,AL022005,2005,06,29,12,64.75,656.97,29621.375
NA,North Atlantic,TS,Tropical Storm,AL022007,2007,06,01,18,74.0,850.36,40429.75
NA,North Atlantic,TS,Tropical Storm,AL022007,2007,06,02,00,92.5,981.64,41135.9375
NA,North Atlantic,TS,Tropical Storm,AL022007,2007,06,02,06,83.25,937.08,55803.0625
NA,North Atlantic,TS,Tropical Storm,AL022007,2007,06,02,12,74.0,1004.96,67733.6875
NA,North Atlantic,TS,Tropical Storm,AL022007,2007,06,03,00,64.75,1040.68,44566.0625
NA,North Atlantic,TS,Tropical Storm,AL022007,2007,06,03,06,74.0,924.37,33982.75
NA,North Atlantic,TS,Tropical Storm,AL022007,2007,06,03,12,74.0,937.73,27743.375
NA,North Atlantic,TS,Tropical Storm,AL022007,2007,06,03,18,74.0,1071.59,18889.5625
NA,North Atlantic,TS,Tropical Storm,AL022011,2011,07,18,00,64.75,846.63,11954.1875
NA,North Atlantic,TS,Tropical Storm,AL022011,2011,07,18,06,74.0,431.39,11121.5
NA,North Atlantic,TS,Tropical Storm,AL022011,2011,07,18,12,83.25,518.12,20406.375
